Energy(eV)   DOS
16.1005586594 0.0014271666
16.1256674399 0.0008451865
16.1507762204 0.0004923815
16.1758850009 0.0002821694
16.2009937814 0.0001590616
16.2261025620 0.0000881977
16.2512113425 0.0000481033
16.2763201230 0.0000258052
16.3014289035 0.0000136159
16.3265376840 0.0000070662
16.3516464645 0.0000036067
16.3767552451 0.0000018106
16.4018640256 0.0000008939
16.4269728061 0.0000004341
16.4520815866 0.0000002073
16.4771903671 0.0000000973
16.5022991476 0.0000000450
16.5274079281 0.0000000204
16.5525167087 0.0000000091
16.5776254892 0.0000000040
16.6027342697 0.0000000017
16.6278430502 0.0000000007
16.6529518307 0.0000000003
16.6780606112 0.0000000001
16.7031693918 0.0000000001
16.7282781723 0.0000000000
