Energy(eV)   DOS
16.0455309501 0.0011939906
16.0705832489 0.0007147924
16.0956355477 0.0004208970
16.1206878465 0.0002437697
16.1457401454 0.0001388618
16.1707924442 0.0000777995
16.1958447430 0.0000428700
16.2208970418 0.0000232330
16.2459493406 0.0000123830
16.2710016395 0.0000064909
16.2960539383 0.0000033461
16.3211062371 0.0000016964
16.3461585359 0.0000008458
16.3712108347 0.0000004147
16.3962631335 0.0000001999
16.4213154324 0.0000000948
16.4463677312 0.0000000442
16.4714200300 0.0000000203
16.4964723288 0.0000000091
16.5215246276 0.0000000041
16.5465769264 0.0000000018
16.5716292253 0.0000000008
16.5966815241 0.0000000003
16.6217338229 0.0000000001
16.6467861217 0.0000000001
16.6718384205 0.0000000000
