Energy(eV)   DOS
16.0455309501 0.0011988729
16.0705832489 0.0007178380
16.0956355477 0.0004227629
16.1206878465 0.0002448924
16.1457401454 0.0001395254
16.1707924442 0.0000781847
16.1958447430 0.0000430897
16.2208970418 0.0000233561
16.2459493406 0.0000124508
16.2710016395 0.0000065276
16.2960539383 0.0000033656
16.3211062371 0.0000017065
16.3461585359 0.0000008510
16.3712108347 0.0000004173
16.3962631335 0.0000002012
16.4213154324 0.0000000954
16.4463677312 0.0000000445
16.4714200300 0.0000000204
16.4964723288 0.0000000092
16.5215246276 0.0000000041
16.5465769264 0.0000000018
16.5716292253 0.0000000008
16.5966815241 0.0000000003
16.6217338229 0.0000000001
16.6467861217 0.0000000001
16.6718384205 0.0000000000
